"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify all welcome screens and handle permission popup","8902","testWelcomeScreenElementsAndSlides","Monefy Test Suite","Mon Jun 30 02:19:46 CEST 2025","passed","Mon Jun 30 02:19:55 CEST 2025","tests.WelcomeScreens.WelcomeScreensTest","Welcome Screens Test","tests.WelcomeScreens.WelcomeScreensTest","testWelcomeScreenElementsAndSlides"
